Customer_ID,Gender,Age,Country,Tenure_Months,Account_Type,Balance_RM,Products_Count,Has_CreditCard,Has_Loan,Credit_Score,Active_Member,Complaints_Count,Branch_Visits,Region,Salary_Range,Churn_Status,Churn_Month
C05601,Male,60,Malaysia,12,Prod 4,122979.26,4,1,0,646,1,0,4,Klang Valley,>10k,0,
C05602,Female,48,Malaysia,85,Prod 1,708.04,1,1,1,750,1,0,0,Klang Valley,<3k,0,
C05603,Female,54,Malaysia,32,Prod 1,22532.45,1,1,0,629,1,1,3,Klang Valley,>10k,1,Dec-2023
C05604,Female,40,Singapore,21,Prod 2,8810.84,2,1,0,850,1,1,1,Klang Valley,5k-10k,1,May-2023
C05605,Male,35,Malaysia,8,Prod 1,6337.28,1,1,1,613,0,0,7,Penang,>10k,1,Feb-2023
C05606,Male,79,Singapore,111,Prod 1,31097.34,1,0,1,608,1,0,2,Johor,<3k,1,Mar-2023
C05607,Female,43,Indonesia,11,Prod 1,72384.27,1,0,0,473,1,0,5,Johor,<3k,0,
C05608,Female,56,Indonesia,16,Prod 1,80110.18,1,0,0,688,1,2,7,Klang Valley,3k-5k,0,
C05609,Female,43,Malaysia,21,Prod 2,1224.71,2,1,1,657,1,0,0,Johor,5k-10k,1,Mar-2023
C05610,Female,28,Malaysia,16,Prod 1,37861.92,1,0,1,504,1,0,0,Klang Valley,<3k,0,
C05611,Female,47,Malaysia,8,Prod 1,206655.79,1,0,1,607,0,1,0,Penang,3k-5k,1,May-2023
C05612,Female,24,Singapore,23,Prod 1,58366.53,1,1,0,717,1,0,0,Penang,5k-10k,0,
C05613,Male,53,Indonesia,41,Prod 2,67599.88,2,1,0,530,1,0,0,Penang,3k-5k,0,
C05614,Male,41,Malaysia,53,Prod 1,167760.65,1,1,0,573,1,0,2,Klang Valley,3k-5k,1,Jul-2023
C05615,Female,22,Malaysia,7,Prod 1,29901.49,1,0,1,670,0,1,0,Penang,3k-5k,0,
C05616,Male,56,Indonesia,87,Prod 1,4417.21,1,0,1,707,1,0,1,Klang Valley,3k-5k,1,Jan-2024
C05617,Male,34,Indonesia,19,Prod 1,5617.22,1,0,1,782,1,0,3,Johor,<3k,0,
C05618,Female,56,Malaysia,108,Prod 1,6378.3,1,0,1,850,0,0,2,Penang,3k-5k,1,Aug-2023
C05619,Female,19,Singapore,21,Prod 2,49290.25,2,1,1,629,0,0,1,Klang Valley,5k-10k,0,
C05620,Male,37,Malaysia,100,Prod 1,73125.55,1,1,0,465,1,2,3,Penang,5k-10k,1,Jun-2023
C05621,Male,75,Malaysia,23,Prod 2,36224.91,2,1,0,480,0,0,0,Klang Valley,5k-10k,1,Aug-2023
C05622,Female,49,Indonesia,46,Prod 3,3997.34,3,1,1,850,1,0,2,Johor,3k-5k,0,
C05623,Female,37,Indonesia,26,Prod 1,95.72,1,0,0,632,1,0,8,Klang Valley,3k-5k,0,
C05624,Female,46,Singapore,28,Prod 1,8003.13,1,0,0,816,1,2,8,Klang Valley,5k-10k,0,
C05625,Male,45,Malaysia,63,Prod 1,48569.49,1,1,0,729,1,0,5,Johor,3k-5k,1,Jun-2023
C05626,Male,48,Indonesia,74,Prod 1,4086.45,1,1,0,513,0,1,3,Penang,>10k,1,Aug-2023
C05627,Female,18,Malaysia,101,Prod 2,8088.85,2,1,0,575,1,0,1,Johor,5k-10k,1,Jul-2023
C05628,Female,41,Malaysia,55,Prod 1,9580.43,1,0,1,850,0,1,0,Klang Valley,<3k,0,
C05629,Female,43,Singapore,10,Prod 2,6825.73,2,0,0,583,1,0,6,Klang Valley,5k-10k,1,May-2023
C05630,Male,35,Malaysia,119,Prod 1,18967.1,1,0,0,688,1,1,5,Klang Valley,<3k,0,
C05631,Male,37,Singapore,73,Prod 2,23038.86,2,1,1,651,1,0,1,Sabah/Sarawak,<3k,0,
C05632,Male,57,Singapore,26,Prod 1,32047.94,1,0,0,421,1,0,3,Johor,5k-10k,1,Oct-2023
C05633,Female,53,Malaysia,116,Prod 2,72.14,2,0,1,850,1,0,2,Johor,3k-5k,0,
C05634,Female,46,Malaysia,114,Prod 1,145225.05,1,0,0,512,1,0,0,Klang Valley,5k-10k,0,
C05635,Male,44,Malaysia,4,Prod 1,181.84,1,1,0,650,1,0,4,Klang Valley,3k-5k,1,Jun-2023
C05636,Male,49,Malaysia,0,Prod 1,2889.9,1,0,1,554,1,0,1,Klang Valley,3k-5k,1,Feb-2023
C05637,Female,28,Singapore,2,Prod 2,197.69,2,0,0,751,0,0,1,Sabah/Sarawak,3k-5k,0,
C05638,Male,59,Indonesia,73,Prod 1,185807.54,1,1,0,664,0,0,3,Klang Valley,>10k,0,
C05639,Female,47,Malaysia,77,Prod 1,8105.85,1,1,0,797,1,0,9,Johor,<3k,0,
C05640,Female,46,Malaysia,79,Prod 2,53537.54,2,1,1,850,1,2,3,Penang,5k-10k,0,
C05641,Male,51,Singapore,65,Prod 1,8367.67,1,0,1,760,1,0,0,Klang Valley,3k-5k,0,
C05642,Male,40,Indonesia,16,Prod 1,37291.62,1,1,1,702,0,3,0,Klang Valley,5k-10k,1,Jun-2023
C05643,Female,24,Malaysia,8,Prod 1,13288.9,1,1,1,587,1,2,1,Sabah/Sarawak,<3k,0,
C05644,Male,42,Malaysia,110,Prod 1,61918.55,1,1,0,604,1,0,3,Sabah/Sarawak,<3k,1,Jul-2023
C05645,Male,39,Singapore,107,Prod 2,4056.18,2,0,0,736,1,0,2,Klang Valley,<3k,1,Mar-2024
C05646,Female,49,Malaysia,12,Prod 2,45198.28,2,1,0,652,1,1,5,Penang,<3k,0,
C05647,Female,42,Malaysia,8,Prod 1,24324.37,1,0,1,806,1,2,0,Klang Valley,5k-10k,0,
C05648,Female,41,Singapore,26,Prod 2,40661.03,2,1,0,808,1,1,7,Klang Valley,<3k,0,
C05649,Male,20,Singapore,2,Prod 1,117794.57,1,1,0,685,0,1,6,Klang Valley,3k-5k,0,
C05650,Male,33,Singapore,8,Prod 1,4928.17,1,1,1,569,0,0,0,Johor,5k-10k,1,Aug-2023
C05651,Male,23,Singapore,27,Prod 1,7950.45,1,0,0,632,1,0,0,Sabah/Sarawak,>10k,0,
C05652,Male,19,Singapore,12,Prod 4,13841.44,4,1,1,745,1,0,4,Penang,<3k,0,
C05653,Female,36,Malaysia,81,Prod 1,21423.13,1,0,1,533,1,2,2,Klang Valley,5k-10k,0,
C05654,Male,28,Malaysia,106,Prod 1,13258.42,1,0,1,752,0,0,5,Johor,5k-10k,0,
C05655,Female,60,Malaysia,107,Prod 1,965.25,1,1,0,569,1,2,0,Penang,3k-5k,1,May-2023
C05656,Male,50,Malaysia,61,Prod 1,36127.92,1,0,0,591,1,0,3,Johor,3k-5k,0,
C05657,Male,60,Singapore,76,Prod 1,35506.36,1,1,1,576,0,0,7,Johor,5k-10k,1,Aug-2023
C05658,Female,33,Indonesia,44,Prod 2,5480.67,2,0,0,528,0,0,9,Klang Valley,3k-5k,1,May-2023
C05659,Male,50,Indonesia,7,Prod 1,155625.89,1,0,1,794,1,0,5,Klang Valley,3k-5k,0,
C05660,Male,55,Singapore,65,Prod 2,1488.3,2,1,0,684,0,1,10,Penang,>10k,1,Mar-2023
C05661,Male,48,Malaysia,23,Prod 1,2180.86,1,0,1,567,0,0,8,Johor,5k-10k,1,Aug-2023
C05662,Male,49,Malaysia,0,Prod 2,19463.09,2,1,0,597,0,1,8,Penang,<3k,1,Jan-2024
C05663,Male,43,Indonesia,56,Prod 2,1862.25,2,0,0,793,1,0,1,Penang,3k-5k,0,
C05664,Male,73,Singapore,9,Prod 1,48193.36,1,0,0,625,1,0,0,Sabah/Sarawak,<3k,0,
C05665,Female,52,Singapore,103,Prod 1,40047.64,1,1,1,726,1,0,0,Sabah/Sarawak,>10k,0,
C05666,Female,44,Singapore,111,Prod 2,22707.29,2,1,1,629,1,0,0,Johor,5k-10k,0,
C05667,Male,46,Singapore,8,Prod 3,177730.28,3,1,0,731,0,0,0,Penang,<3k,0,
C05668,Male,45,Indonesia,1,Prod 1,56124.64,1,1,0,570,1,0,1,Klang Valley,5k-10k,1,May-2023
C05669,Female,36,Malaysia,0,Prod 1,5077.93,1,0,0,552,1,0,9,Klang Valley,3k-5k,0,
C05670,Male,54,Singapore,107,Prod 3,90790.46,3,1,0,642,0,1,0,Sabah/Sarawak,3k-5k,1,Jan-2023
C05671,Female,23,Indonesia,7,Prod 2,242610.52,2,1,0,721,1,0,2,Johor,<3k,0,
C05672,Female,57,Malaysia,35,Prod 2,31276.96,2,1,1,606,0,3,6,Sabah/Sarawak,3k-5k,1,Jun-2023
C05673,Male,26,Singapore,2,Prod 1,489.27,1,0,0,629,0,1,8,Johor,>10k,1,Feb-2023
C05674,Female,23,Malaysia,26,Prod 1,13.19,1,1,1,666,0,0,3,Johor,<3k,1,Jan-2023
C05675,Female,60,Indonesia,88,Prod 1,45903.66,1,0,1,595,0,0,7,Johor,>10k,1,Mar-2023
C05676,Female,34,Malaysia,31,Prod 1,210091.29,1,1,0,581,0,0,2,Sabah/Sarawak,5k-10k,0,
C05677,Male,37,Singapore,87,Prod 2,27675.39,2,1,0,669,0,1,0,Johor,<3k,0,
C05678,Female,39,Malaysia,74,Prod 1,33364.83,1,1,1,781,1,0,0,Penang,5k-10k,0,
C05679,Female,52,Singapore,48,Prod 1,45.63,1,1,1,578,1,0,1,Klang Valley,3k-5k,1,Apr-2023
C05680,Male,57,Malaysia,81,Prod 3,8153.13,3,1,0,622,0,0,3,Penang,3k-5k,1,Mar-2023
C05681,Female,54,Malaysia,102,Prod 2,33649.83,2,1,1,695,0,0,9,Johor,5k-10k,1,May-2023
C05682,Male,58,Malaysia,89,Prod 2,8817.02,2,1,0,671,1,2,0,Klang Valley,>10k,1,Mar-2023
C05683,Male,42,Indonesia,74,Prod 1,132051.27,1,0,0,790,0,0,2,Penang,3k-5k,1,Mar-2024
C05684,Female,70,Malaysia,75,Prod 1,3953.73,1,0,1,648,1,0,2,Klang Valley,<3k,1,Jul-2023
C05685,Female,55,Malaysia,8,Prod 1,177676.2,1,1,1,513,1,0,0,Penang,>10k,1,Sep-2023
C05686,Female,49,Singapore,113,Prod 1,24728.7,1,1,1,532,1,1,0,Sabah/Sarawak,3k-5k,1,Jul-2023
C05687,Female,62,Singapore,10,Prod 1,59548.42,1,1,1,777,1,0,8,Klang Valley,>10k,0,
C05688,Male,58,Indonesia,23,Prod 1,19020.29,1,0,0,528,1,0,8,Klang Valley,5k-10k,1,Mar-2024
C05689,Male,54,Malaysia,48,Prod 1,31912.22,1,1,0,635,1,0,1,Johor,>10k,1,Mar-2024
C05690,Female,38,Singapore,6,Prod 1,8475.78,1,1,0,541,0,0,0,Penang,3k-5k,1,Jan-2024
C05691,Male,35,Malaysia,59,Prod 1,2589.57,1,1,1,653,1,0,5,Penang,5k-10k,0,
C05692,Female,44,Malaysia,9,Prod 1,8321.66,1,1,1,677,1,0,0,Johor,5k-10k,0,
C05693,Male,58,Singapore,109,Prod 1,2974.12,1,1,1,682,0,0,6,Penang,3k-5k,1,Jan-2024
C05694,Male,21,Singapore,104,Prod 1,43189.23,1,0,0,639,0,0,1,Sabah/Sarawak,3k-5k,0,
C05695,Male,43,Singapore,52,Prod 1,31497.91,1,0,0,513,0,0,0,Klang Valley,3k-5k,1,Apr-2023
C05696,Male,45,Malaysia,37,Prod 2,31884.31,2,1,1,593,0,0,9,Klang Valley,5k-10k,0,
C05697,Female,41,Malaysia,5,Prod 1,7216.01,1,1,1,589,1,1,0,Johor,5k-10k,0,
C05698,Female,43,Malaysia,94,Prod 2,35299.77,2,0,0,749,0,2,1,Johor,3k-5k,0,
C05699,Female,18,Indonesia,27,Prod 1,19450.5,1,0,1,591,1,1,3,Klang Valley,5k-10k,1,Aug-2023
C05700,Male,38,Malaysia,12,Prod 1,248837.16,1,0,1,460,1,0,0,Johor,>10k,1,Jul-2023
C05701,Male,18,Malaysia,120,Prod 2,18952.24,2,1,1,735,0,0,3,Penang,5k-10k,0,
C05702,Male,48,Malaysia,70,Prod 1,7657.1,1,0,0,698,1,0,2,Penang,<3k,0,
C05703,Male,34,Singapore,3,Prod 1,6478.33,1,1,0,587,1,0,2,Penang,5k-10k,0,
C05704,Male,48,Malaysia,90,Prod 1,9709.69,1,0,0,524,1,1,1,Klang Valley,<3k,0,
C05705,Male,58,Indonesia,83,Prod 1,91081.98,1,1,1,604,1,0,7,Johor,3k-5k,0,
C05706,Male,43,Malaysia,30,Prod 1,50014.98,1,0,1,649,0,0,5,Sabah/Sarawak,3k-5k,0,
C05707,Male,31,Indonesia,6,Prod 1,589.02,1,1,1,709,1,0,1,Penang,<3k,0,
C05708,Male,35,Malaysia,45,Prod 1,87766.14,1,1,0,827,1,0,4,Klang Valley,<3k,0,
C05709,Female,65,Singapore,85,Prod 1,30836.28,1,1,0,681,0,0,0,Johor,<3k,0,
C05710,Male,60,Indonesia,3,Prod 1,928.65,1,1,1,717,0,1,7,Klang Valley,5k-10k,1,Sep-2023
C05711,Male,78,Malaysia,8,Prod 1,2889.88,1,1,0,491,0,0,2,Klang Valley,<3k,1,May-2023
C05712,Female,76,Indonesia,63,Prod 1,10946.1,1,0,0,540,1,0,2,Penang,3k-5k,0,
C05713,Male,55,Malaysia,54,Prod 2,154866.8,2,1,1,760,0,0,0,Johor,5k-10k,0,
C05714,Female,46,Indonesia,106,Prod 2,2365.53,2,1,1,518,1,0,3,Klang Valley,>10k,1,Sep-2023
C05715,Male,37,Singapore,93,Prod 1,25581.9,1,1,0,573,0,0,0,Klang Valley,5k-10k,0,
C05716,Female,40,Malaysia,108,Prod 4,2192.88,4,0,1,688,1,1,4,Sabah/Sarawak,5k-10k,0,
C05717,Male,19,Malaysia,40,Prod 1,8381.35,1,1,1,687,1,0,2,Klang Valley,3k-5k,1,Jan-2024
C05718,Female,31,Malaysia,88,Prod 1,78637.98,1,0,0,558,0,0,2,Klang Valley,5k-10k,0,
C05719,Male,60,Malaysia,2,Prod 1,80624.31,1,0,1,805,0,0,8,Johor,<3k,1,Apr-2023
C05720,Female,46,Malaysia,17,Prod 1,9331.8,1,0,0,536,0,2,7,Penang,5k-10k,1,Jan-2023
C05721,Male,44,Malaysia,67,Prod 1,39618.18,1,1,0,679,1,0,0,Klang Valley,<3k,0,
C05722,Male,55,Malaysia,85,Prod 1,93964.95,1,1,1,825,1,1,8,Johor,5k-10k,0,
C05723,Female,56,Singapore,56,Prod 2,197107.69,2,1,1,684,1,0,0,Penang,5k-10k,0,
C05724,Male,59,Malaysia,42,Prod 2,19586.41,2,1,0,486,1,0,1,Klang Valley,>10k,0,
C05725,Female,31,Malaysia,11,Prod 1,6431.04,1,1,0,743,1,2,2,Klang Valley,5k-10k,0,
C05726,Male,35,Singapore,8,Prod 1,4230.63,1,1,1,631,0,0,4,Penang,3k-5k,1,Mar-2023
C05727,Male,25,Malaysia,102,Prod 1,7755.88,1,1,1,720,1,1,6,Penang,5k-10k,0,
C05728,Female,19,Malaysia,7,Prod 2,38954.53,2,1,0,791,1,0,2,Johor,>10k,0,
C05729,Male,36,Malaysia,35,Prod 1,39430.89,1,0,0,489,1,0,1,Klang Valley,<3k,0,
C05730,Male,43,Indonesia,104,Prod 3,31310.23,3,1,0,694,1,0,2,Johor,3k-5k,0,
C05731,Female,55,Indonesia,7,Prod 1,1328.86,1,1,0,773,0,0,0,Penang,3k-5k,1,Mar-2024
C05732,Female,42,Malaysia,6,Prod 1,45624.25,1,0,0,685,1,0,0,Klang Valley,5k-10k,0,
C05733,Female,58,Singapore,74,Prod 1,8621.77,1,1,0,801,1,1,3,Penang,3k-5k,1,Jul-2023
C05734,Male,33,Singapore,21,Prod 1,7587.46,1,1,1,671,1,0,1,Klang Valley,<3k,0,
C05735,Male,34,Singapore,35,Prod 1,11343.05,1,1,0,819,1,0,0,Klang Valley,<3k,0,
C05736,Male,38,Singapore,64,Prod 1,6661.35,1,1,0,486,0,0,3,Klang Valley,<3k,1,Jun-2023
C05737,Male,36,Singapore,27,Prod 1,6309.4,1,0,0,740,1,0,8,Penang,>10k,0,
C05738,Female,44,Malaysia,90,Prod 4,23864.0,4,1,0,397,1,0,1,Penang,5k-10k,0,
C05739,Male,26,Malaysia,116,Prod 3,35714.63,3,1,1,684,1,0,2,Sabah/Sarawak,5k-10k,0,
C05740,Male,34,Malaysia,110,Prod 1,192198.01,1,0,0,534,0,1,8,Sabah/Sarawak,3k-5k,1,May-2023
C05741,Male,47,Indonesia,52,Prod 2,3225.51,2,1,1,731,1,0,0,Penang,3k-5k,0,
C05742,Female,49,Singapore,23,Prod 1,14139.22,1,1,1,609,1,0,5,Klang Valley,5k-10k,1,Dec-2023
C05743,Female,34,Indonesia,35,Prod 1,1081.72,1,0,0,660,1,1,0,Klang Valley,5k-10k,1,Dec-2023
C05744,Female,46,Indonesia,21,Prod 1,41425.46,1,1,0,587,0,2,6,Klang Valley,3k-5k,0,
C05745,Male,60,Malaysia,36,Prod 1,21423.43,1,0,0,832,0,0,0,Penang,3k-5k,1,Apr-2023
C05746,Female,41,Singapore,0,Prod 2,74235.41,2,0,0,629,0,0,0,Penang,>10k,0,
C05747,Female,65,Singapore,2,Prod 1,49458.38,1,1,0,563,0,1,0,Klang Valley,3k-5k,1,Dec-2023
C05748,Male,50,Indonesia,86,Prod 2,92526.46,2,1,0,501,1,0,0,Johor,5k-10k,0,
C05749,Male,58,Indonesia,21,Prod 3,5866.27,3,1,1,560,0,0,1,Klang Valley,>10k,1,Dec-2023
C05750,Male,75,Singapore,89,Prod 1,148555.59,1,1,0,547,1,0,2,Johor,5k-10k,0,
C05751,Male,51,Malaysia,42,Prod 1,34.05,1,1,1,650,1,1,7,Klang Valley,3k-5k,1,Apr-2023
C05752,Female,28,Singapore,91,Prod 1,165137.13,1,0,0,622,1,0,3,Johor,3k-5k,0,
C05753,Male,18,Malaysia,70,Prod 1,5625.89,1,1,0,432,1,0,2,Johor,5k-10k,1,Jan-2023
C05754,Male,29,Singapore,10,Prod 1,45231.04,1,1,1,609,1,0,8,Johor,3k-5k,0,
C05755,Female,37,Indonesia,37,Prod 1,44123.14,1,1,0,423,1,0,1,Penang,5k-10k,0,
C05756,Female,44,Malaysia,76,Prod 2,5937.12,2,0,0,734,0,0,0,Klang Valley,>10k,1,Dec-2023
C05757,Female,32,Singapore,21,Prod 2,72134.9,2,1,0,629,1,0,8,Penang,5k-10k,0,
C05758,Male,48,Malaysia,9,Prod 1,8281.2,1,1,0,517,1,1,3,Penang,5k-10k,1,Jun-2023
C05759,Male,46,Malaysia,51,Prod 1,64116.08,1,1,0,625,1,1,6,Sabah/Sarawak,3k-5k,0,
C05760,Male,32,Malaysia,15,Prod 1,19855.61,1,0,0,748,1,1,0,Sabah/Sarawak,5k-10k,0,
C05761,Male,21,Singapore,59,Prod 2,53756.91,2,0,1,623,1,0,8,Johor,5k-10k,0,
C05762,Male,45,Indonesia,15,Prod 1,6851.44,1,1,0,656,1,0,9,Johor,5k-10k,0,
C05763,Female,57,Indonesia,106,Prod 2,89768.66,2,1,1,735,1,1,0,Klang Valley,5k-10k,0,
C05764,Male,39,Malaysia,22,Prod 3,47042.84,3,1,1,591,1,2,3,Klang Valley,3k-5k,1,Feb-2023
C05765,Male,21,Indonesia,107,Prod 1,979.51,1,1,1,560,0,1,1,Klang Valley,3k-5k,1,Mar-2024
C05766,Male,45,Singapore,16,Prod 3,7734.51,3,1,0,562,0,0,2,Sabah/Sarawak,>10k,0,
C05767,Female,55,Malaysia,61,Prod 1,4732.69,1,0,1,733,1,0,0,Penang,3k-5k,0,
C05768,Female,50,Malaysia,6,Prod 1,72409.96,1,1,0,671,0,0,5,Klang Valley,3k-5k,0,
C05769,Female,18,Malaysia,87,Prod 1,77451.23,1,0,1,703,1,0,0,Klang Valley,<3k,0,
C05770,Male,25,Indonesia,10,Prod 1,5377.51,1,1,1,522,0,0,3,Johor,5k-10k,1,Feb-2024
C05771,Male,57,Singapore,100,Prod 1,478.14,1,1,0,817,1,0,0,Sabah/Sarawak,3k-5k,1,Oct-2023
C05772,Male,37,Singapore,38,Prod 2,53443.5,2,1,0,755,0,0,2,Penang,<3k,0,
C05773,Male,25,Malaysia,4,Prod 1,4802.59,1,1,0,543,0,0,1,Klang Valley,>10k,1,Dec-2023
C05774,Female,21,Singapore,24,Prod 1,87554.76,1,0,0,701,0,0,0,Penang,3k-5k,0,
C05775,Female,24,Malaysia,87,Prod 3,57275.51,3,1,1,556,0,0,0,Sabah/Sarawak,3k-5k,0,
C05776,Female,28,Malaysia,3,Prod 3,7021.07,3,1,1,492,1,0,6,Johor,3k-5k,0,
C05777,Female,37,Singapore,64,Prod 1,4725.1,1,0,1,690,1,0,2,Penang,>10k,0,
C05778,Female,50,Malaysia,46,Prod 1,20277.02,1,1,0,672,0,0,4,Johor,5k-10k,0,
C05779,Male,63,Indonesia,19,Prod 2,44319.1,2,0,0,707,1,0,4,Klang Valley,5k-10k,0,
C05780,Female,56,Malaysia,84,Prod 1,289.26,1,0,0,743,1,0,0,Penang,<3k,0,
C05781,Male,49,Singapore,2,Prod 1,21024.51,1,0,1,730,1,1,4,Penang,3k-5k,0,
C05782,Female,36,Malaysia,45,Prod 2,40258.78,2,1,0,659,1,0,0,Johor,5k-10k,0,
C05783,Male,43,Singapore,46,Prod 1,8088.3,1,1,0,642,1,0,0,Klang Valley,<3k,0,
C05784,Male,47,Malaysia,4,Prod 4,99554.68,4,1,0,782,1,0,0,Johor,5k-10k,0,
C05785,Female,36,Malaysia,6,Prod 2,29032.41,2,1,1,615,1,0,2,Penang,3k-5k,0,
C05786,Male,21,Indonesia,31,Prod 3,93399.06,3,1,0,758,1,0,6,Klang Valley,5k-10k,0,
C05787,Male,52,Malaysia,51,Prod 3,10869.93,3,0,1,452,0,0,2,Klang Valley,3k-5k,1,Mar-2024
C05788,Male,48,Indonesia,2,Prod 1,19010.53,1,1,0,593,1,0,4,Johor,3k-5k,1,Dec-2023
C05789,Male,27,Indonesia,0,Prod 2,339.24,2,1,0,645,0,0,1,Klang Valley,3k-5k,0,
C05790,Female,38,Malaysia,9,Prod 1,9834.87,1,1,0,713,1,0,0,Johor,5k-10k,1,Mar-2023
C05791,Female,50,Malaysia,43,Prod 1,48702.95,1,1,0,730,1,1,5,Johor,3k-5k,1,Mar-2023
C05792,Male,53,Singapore,2,Prod 1,20124.19,1,1,0,755,1,0,0,Klang Valley,3k-5k,0,
C05793,Male,33,Indonesia,80,Prod 1,26106.9,1,1,0,672,1,1,1,Klang Valley,5k-10k,0,
C05794,Female,33,Indonesia,7,Prod 1,30771.12,1,0,1,635,1,0,6,Klang Valley,5k-10k,0,
C05795,Male,29,Singapore,86,Prod 2,119457.09,2,0,1,764,1,0,3,Klang Valley,3k-5k,0,
C05796,Male,82,Singapore,10,Prod 1,13247.68,1,0,1,664,1,0,3,Klang Valley,3k-5k,1,Mar-2024
C05797,Male,44,Malaysia,22,Prod 1,1692.48,1,1,1,776,1,0,0,Johor,>10k,0,
C05798,Female,37,Indonesia,42,Prod 2,147234.09,2,1,0,702,1,0,0,Johor,<3k,0,
C05799,Male,19,Indonesia,22,Prod 1,87427.22,1,0,1,651,1,0,1,Klang Valley,5k-10k,0,
C05800,Male,37,Malaysia,1,Prod 3,2270.33,3,0,1,740,0,0,2,Penang,3k-5k,0,
C05801,Male,45,Malaysia,107,Prod 3,6117.69,3,1,0,677,0,1,3,Johor,<3k,0,
C05802,Male,37,Malaysia,16,Prod 2,40718.54,2,1,1,675,0,1,0,Penang,3k-5k,0,
C05803,Female,34,Malaysia,6,Prod 1,45274.06,1,1,1,567,1,2,8,Penang,5k-10k,1,Mar-2023
C05804,Male,36,Indonesia,6,Prod 2,33695.19,2,1,1,631,1,0,7,Penang,5k-10k,0,
C05805,Male,34,Malaysia,117,Prod 2,34120.57,2,0,0,600,1,0,6,Klang Valley,3k-5k,0,
C05806,Male,34,Malaysia,6,Prod 2,27988.95,2,1,1,675,1,0,2,Klang Valley,>10k,0,
C05807,Male,56,Malaysia,22,Prod 2,368.91,2,1,0,669,0,1,3,Klang Valley,>10k,1,Jan-2024
C05808,Female,49,Indonesia,3,Prod 2,51900.35,2,1,1,632,1,0,5,Sabah/Sarawak,5k-10k,0,
C05809,Female,46,Singapore,81,Prod 1,49234.28,1,0,0,636,1,0,0,Klang Valley,5k-10k,0,
C05810,Male,55,Malaysia,60,Prod 2,18497.33,2,1,0,694,1,0,8,Johor,3k-5k,0,
C05811,Male,32,Malaysia,50,Prod 1,854.75,1,1,0,474,1,0,4,Johor,5k-10k,1,Mar-2024
C05812,Male,57,Indonesia,99,Prod 3,1389.28,3,0,1,504,1,1,0,Johor,5k-10k,0,
C05813,Female,39,Indonesia,56,Prod 1,25269.92,1,1,0,632,1,0,2,Klang Valley,3k-5k,0,
C05814,Female,80,Malaysia,114,Prod 1,169379.17,1,1,0,773,1,1,0,Penang,5k-10k,0,
C05815,Male,50,Malaysia,64,Prod 1,96599.78,1,1,0,793,0,0,0,Sabah/Sarawak,3k-5k,1,Sep-2023
C05816,Female,60,Malaysia,23,Prod 1,4117.61,1,1,1,503,0,0,4,Sabah/Sarawak,3k-5k,1,Feb-2024
C05817,Female,31,Malaysia,1,Prod 1,183379.88,1,1,1,850,1,0,1,Klang Valley,>10k,0,
C05818,Female,23,Singapore,79,Prod 1,5685.08,1,0,1,560,1,0,0,Sabah/Sarawak,3k-5k,0,
C05819,Male,36,Indonesia,26,Prod 1,34734.12,1,1,0,551,1,0,0,Sabah/Sarawak,<3k,1,Mar-2023
C05820,Male,44,Malaysia,60,Prod 2,244446.96,2,1,0,417,1,0,0,Johor,>10k,0,
C05821,Male,57,Indonesia,102,Prod 1,36548.88,1,0,0,584,1,2,0,Johor,<3k,0,
C05822,Female,50,Malaysia,0,Prod 2,783.7,2,1,1,616,1,0,6,Johor,3k-5k,0,
C05823,Female,18,Singapore,84,Prod 2,44985.69,2,1,0,803,0,0,0,Penang,5k-10k,0,
C05824,Female,52,Singapore,35,Prod 1,155351.4,1,0,1,731,1,0,2,Johor,5k-10k,0,
C05825,Male,62,Malaysia,6,Prod 1,198935.55,1,1,0,760,0,1,0,Klang Valley,>10k,1,Mar-2023
C05826,Male,39,Malaysia,57,Prod 2,12031.9,2,1,0,839,1,0,4,Sabah/Sarawak,3k-5k,0,
C05827,Male,38,Singapore,50,Prod 2,45728.48,2,1,1,850,1,0,0,Klang Valley,>10k,0,
C05828,Female,37,Malaysia,97,Prod 1,26115.13,1,0,0,846,0,0,0,Johor,5k-10k,0,
C05829,Male,56,Malaysia,48,Prod 4,38323.02,4,1,0,686,0,0,1,Klang Valley,<3k,0,
C05830,Male,32,Singapore,94,Prod 1,2840.43,1,1,1,609,1,0,1,Klang Valley,5k-10k,0,
C05831,Female,56,Indonesia,52,Prod 1,1269.3,1,1,0,752,1,0,0,Penang,5k-10k,0,
C05832,Male,41,Malaysia,37,Prod 2,27930.14,2,0,1,575,0,0,8,Klang Valley,5k-10k,0,
C05833,Male,54,Indonesia,26,Prod 4,82351.8,4,0,1,711,1,0,1,Klang Valley,3k-5k,1,May-2023
C05834,Male,60,Malaysia,8,Prod 1,36874.72,1,1,0,628,0,0,0,Penang,<3k,1,Dec-2023
C05835,Female,31,Singapore,58,Prod 1,47308.7,1,0,0,594,1,0,8,Klang Valley,5k-10k,0,
C05836,Female,48,Singapore,52,Prod 3,172377.84,3,1,1,483,1,0,3,Klang Valley,5k-10k,0,
C05837,Female,48,Indonesia,117,Prod 1,99255.14,1,1,1,696,1,1,0,Sabah/Sarawak,5k-10k,0,
C05838,Male,47,Malaysia,32,Prod 3,6624.06,3,1,1,555,1,0,1,Johor,5k-10k,0,
